Kód,Název,kampaně,Výrobce,Kód dodavatele,Sekce,Anotace,Popis,Parametry,Fotografie,Sazba DPH,cena bez DPH [Kč],cena s DPH [Kč],sleva [%],cena pro slevu,cena po slevě bez DPH [Kč],cena po slevě s DPH [Kč],skladem [ks],Dostupnost,záruka [měs.],Zobrazovat ve srovnávačích,cena za proklik [Kč],Kód EAN,Počet prodaných kusů,ID produktu,SEO Titulek,SEO Popis,Přílohy,Hmotnost,Šířka,Výška,Hloubka,Datum vytvoření,Viditelné - produkt,Viditelné - varianta,Varianta: Odstín BB,Varianta: Odstín tužka,Varianta: Odstín rtěnka 80408,Varianta: Odstín rtěnka 80409,Varianta: Dětský kartáček,Varianta: Kartáček ProDental,Varianta: Tužka na oči a obočí,Varianta: Rtěnka Cushion,Varianta: Tonální přípravek Cushion,Varianta: Tužka na obočí,Varianta: Ovocný balzám na rty,Varianta: Odstín pudru,Varianta: Počet kusů,Parametr: Akce,Parametr: Maximální koupitelný počet,Parametr: Min Limit,Parametr: Poměr základní,Parametr: Poměr ND,Parametr: Poměr D,Parametr: Typ vlasů,Parametr: Typ pleti,Parametr: Typ vložek,Parametr: Použití krému,Parametr: Vady pleti,Parametr: Objem,Parametr: Kusy,Parametr: Aktivní složky,Parametr: Neposílat do GEIS,Parametr: Emailový kurz,Parametr: Reálná hmotnost,Parametr: Pořadí v novinkách,Parametr: Doporučený věk,Parametr: Rádce s péčí o pleť,Parametr: Produktová řada,Parametr: Min Limit SK,Fotografie 1,Fotografie 2,Fotografie 3,Fotografie 4,Fotografie 5,Fotografie 6
20130,Šampón na tenké vlasy „Zelený čaj“,,,,Vlasy,,"<p>Obnovuje vnitřní struktury poškozených vlasů, kompenzuje ztrátu přirozené vlhkosti. Zabraňuje vzniku roztřepených konečků. Zvyšuje pevnost a pružnost vlasů, vyživuje je, dodává sílu a zdravý lesk. Má změkčující účinek jako kondicionér. Vyhlazuje vlasy, zjednodušuje jejich úpravu.</p>",,,21,"154,55","187,01",0,"131,3675","154,5537","187,01",0,,,Y,,,,13,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,10,,,,"Mastné,Mastné,Mastné",,,,,,,,,,,,,,,10,,,,,,
20125,Krémový balzám na vlasy „Zelený čaj“,,,,Vlasy,,"<h1 style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border:0px; color:#000000; font-family:'PT Sans',sans-serif; font-size:20px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-east-asian:inherit; font-variant-ligatures:normal; font-variant-numeric:inherit; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:7px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px""><span style=""color:#ff0000; font-size:medium""><span style=""text-decoration:underline"">EXPIRACE  9/2018</span></span></h1>

<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border:0px; color:#58595b; font-family:'PT Sans',sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p style=""border:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Snadno se nanáší na vlasy, přispívá k posílení a regeneraci poškozených vlasů. Dodává jím lesk a hedvábnost, zajišťuje snadné rozčesávání.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border:0px; color:#000000; font-family:'PT Sans',sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Naneste rovnoměrně na čisté vlhké vlasy. Po 2-3 minutách opláchněte vodou.</p>

<p style=""border:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border:0px; color:#58595b; font-family:'PT Sans',sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Váha: 300 g</span></p>
</div>",,,21,"207,44","251,00",0,"176,324","207,438",251,0,,,Y,,,,14,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,10,,,,Mastné,,,,,,,,,,,,,,,10,,,,,,
20126,Krémový balzám na vlasy „Ananas“,,,,Vlasy,,"<div>Zajišťuje efektivní doplňující péči o vlasy, vrací jím pružnost, měkkost a zdravý vzhled. Usnadňuje rozčesávání, nezatěžuje vlasy. Hydratuje a tonizuje pokožku hlavy, normalizuje funkci mazových žláz, posiluje kořínky. Vhodný pro všechny typy vlasů.</div>",,,21,"207,11","250,60",0,"176,0435","207,1074","250,6",0,,,Y,,,,15,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20119,"Regenerační maska na vlasy ""Krokodýl"" - 9,1 bodu",,,,Vlasy,,"<p>Regenerační maska na vlasy ""Krokodýl"" Rychle proniká do struktury vlasu, obnovuje poškozená místa, vyživuje a hydratuje vlasy a obnovuje jejich zdravý a pěstěný vzhled. Usnadňuje rozčesávání a chrání před agresivními faktory okolního prostředí. Vhodná pro všechny typy vlasů bez ohledu na věk. POUŽITÍ: Naneste rovnoměrně na čisté vlhké vlasy. Nechte působit 2-3 minuty a poté pečlivě opláchněte vodou. BALENÍ: 500 g</p>",,,21,"249,42","301,80",0,"212,007","249,4215","301,8",0,,,Y,,,,16,,,,0,,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,"0,0,0","0,0,0",,1,0,,,,,,0,,,,,,
30223,Tělová sůl “Krystaly z Mrtvého moře”,WMS,,,Muži,"Jemná krémová textura kosmetického přípravku zajišťuje šetrné odstranění odumřelých buněk, stimuluje cirkulaci krve a urychluje látkovou výměnu v pokožce; vyživuje pokožku stopovými prvky a minerály, pohlcuje toxiny a nečistoty, pomáhá v boji s „pomerančovou kůží“, zlepšuje pružnost a celkový vzhled pokožky.","<p>Krystaly soli z Mrtvého moře, které jsou obsaženy ve výrobku, stimulují pokožku k zahájení procesu omlazení a obnovy. Sůl z Mrtvého moře obsahuje kolosální množství užitečných látek, aktivní minerální prvky tvoří přibližně 70 % výrobku.</p>",,,21,"349,59","423,00",0,"279,6694","349,5868",423,390,,,Y,,6924444232350,7077,17,,,,"0,33",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,Mořská sůl,,,353,,,,Spa technology,5,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p3102.png,https://www.kralovstvi-tiande.cz/data/photos/2024/09/p6670.jpeg,,,,
32606,Tělová sůl Okvětní lístky růže,,,,Produktové řady,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Mořská sůl má omlazující a stimulační účinky na pokožku, aktivuje metabolické procesy, obohacuje pokožku mikro a makro-elementy, zvyšuje její pružnost. Výtažek z růží vitaminizuje, má tonizační účinek, poskytuje intenzivní hydrataci pokožky.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Způsob č. 1. jemnými krouživými pohyby naneste malé množství soli na vlhkou pokožku. Po použití opláchněte vodou.<br style=""OUTLINE-WIDTH: medium !important; OUTLINE-STYLE: none !important; OUTLINE-COLOR: invert !important"" />
Způsob č. 2. sáček soli rozpusťte v teplé vodě. Zůstaňte v koupeli po dobu max. 20 minut.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Váha: 60 g</span></p>
</div>","<div>TianDe Hainan Tao pomůže vaší pokožce vzdorovat mrazu nebo silnému větru. <strong>Dopady povětrnostních vlivů zmírní</strong> tělová mléka, krémy, sprchové gely a oblíbené tělové soli. <strong>Extrakty z oliv, ženšenu, citronu, mořských řas a kyseliny hyaluronové </strong>zlepší prokrvení pokožky a dodají potřebnou výživu. S produkty Hainan Tao pleť <strong>dokonale vyčistíte</strong> od odumřelých buněk a<strong> posílíte její obranyschopnost</strong>. </div>",,21,"49,26","59,60",0,"49,26","49,2562","59,6",0,,,Y,,,,20,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32607,Tělová sůl Jahodový šejk,,,,Produktové řady,,"<p>Mořská sůl má omlazující a stimulační účinky na pokožku, aktivuje metabolické procesy, obohacuje pokožku mikro a makro-elementy, zvyšuje její pružnost.</p>","<div>TianDe Hainan Tao pomůže vaší pokožce vzdorovat mrazu nebo silnému větru. <strong>Dopady povětrnostních vlivů zmírní</strong> tělová mléka, krémy, sprchové gely a oblíbené tělové soli. <strong>Extrakty z oliv, ženšenu, citronu, mořských řas a kyseliny hyaluronové </strong>zlepší prokrvení pokožky a dodají potřebnou výživu. S produkty Hainan Tao pleť <strong>dokonale vyčistíte</strong> od odumřelých buněk a<strong> posílíte její obranyschopnost</strong>. </div>",,21,"48,76","59,00",0,"34,1322","48,7603",59,0,,,Y,,,,21,,,,"0,06",,,,01/01/2023,N,,,,,,,,,,,,,,,0,,25,,,,,,,,,,,,,,62,,,,,25,,,,,,
32609,Tělová sůl Kouzelná oliva,WMS,,,Tělo,,"<div><strong>Voňavý scrub pro dokonale hladkou pokožku</strong></div>

<div> </div>

<div>Mořská sůl má <strong>omlazující a stimulační účinky</strong> na pokožku, aktivuje metabolické procesy, obohacuje pokožku mikro a makro-elementy, zvyšuje její pružnost. Olivový extrakt regeneruje kožní buňky, má antiseptické a zklidňující účinky.</div>","<div>TianDe Hainan Tao pomůže vaší pokožce vzdorovat mrazu nebo silnému větru. <strong>Dopady povětrnostních vlivů zmírní</strong> tělová mléka, krémy, sprchové gely a oblíbené tělové soli. <strong>Extrakty z oliv, ženšenu, citronu, mořských řas a kyseliny hyaluronové </strong>zlepší prokrvení pokožky a dodají potřebnou výživu. S produkty Hainan Tao pleť <strong>dokonale vyčistíte</strong> od odumřelých buněk a<strong> posílíte její obranyschopnost</strong>. </div>

<div> </div>

<div><strong>Jak používat:</strong> Způsob č. 1. jemnými krouživými pohyby naneste malé množství soli na vlhkou pokožku. Po použití opláchněte vodou.</div>

<div>Způsob č. 2. sáček soli rozpusťte v teplé vodě. Zůstaňte v koupeli po dobu max. 20 minut.</div>",,21,"48,76","59,00",0,"34,1322","48,7603",59,0,,,Y,,6924444229978,,22,,,https://www.kralovstvi-tiande.cz/data/files/logo_wpj_studio.pdf,"0,06",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mořská sůl,Olivy",,,67,,,,Hainan Tao,,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p3096.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6517.jpeg,,,,
32602,Krémový sprchový gel „Slunečné olivy“,WMS,,,Muži,"Jemný krémový sprchový gel vytváří bohatou pěnu a jemně čistí pokožku, zabraňuje jejímu vysychání. Olivový extrakt má změkčující, hydratační účinek, prodlužuje mladí pleti.","<p><strong>Začněte svůj den zářivou cestou do Asie s osvěžujícím sprchovým gelem obsahujícím výtažek z pupečníku asijského. Pokožce, která je vystavena městskému stresu, přináší úlevu a regeneraci. Díky jemnému složení gel šetrně čistí, má zklidňující účinky a dodává dlouhodobý pocit svěžesti, lehkosti a čistoty.</strong></p>",,,21,"257,02","311,00",0,"257,0248","257,0248",311,155,,,Y,,6928146332028,1144,23,,,https://www.kralovstvi-tiande.cz/data/files/logo_wpj_studio.pdf,"0,35",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,20,,,,,,,,,,1,"Mentol,Olivy,Růže",,,400,,,,Hainan Tao,20,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2708.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2709.png,,,,
32604,Krémové tělové mléko „Slunečné olivy“,WMS,,,Muži,"Díky olivovému extraktu, vitamínu E a kyselině hyaluronové přípravek dokonale pečuje o pokožku, zlepšuje její ochranné vlastnosti, intenzivně vyživuje a dlouhodobě odstraňuje suchost. Mléko se okamžitě vstřebává a zanechává na těle příjemnou vůní.","<div><strong>Intenzivní výživa!</strong></div>

<div> </div>

<div>TianDe Hainan Tao pomůže vaší pokožce vzdorovat mrazu nebo silnému větru. <strong>Dopady povětrnostních vlivů zmírní</strong> tělová mléka, krémy, sprchové gely a oblíbené tělové soli. <strong>Extrakty z oliv, ženšenu, citronu, mořských řas a kyseliny hyaluronové </strong>zlepší prokrvení pokožky a dodají potřebnou výživu. S produkty Hainan Tao pleť <strong>dokonale vyčistíte</strong> od odumřelých buněk a<strong> posílíte její obranyschopnost</strong>. </div>",,,21,"371,90","450,00",0,"371,9008","371,9008",450,166,,,Y,,6928146332325,2040,24,,,,"0,35",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,"Allantoin,Kyselina hyaluronová,Olivy,Vitamin E",,,402,,,,Hainan Tao,2,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2703.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p3097.png,,,,
32603,Tělové mléko s vůní růží,,,,,,"<div>Mléko skvěle hydratuje, zvláčňuje, vyživuje a tonizuje, činí jí hladkou a jemnou. Aroma růží posiluje smyslnost a sexualitu.</div>",,,21,"276,20","334,20",0,"276,2","276,1983","334,2",0,,,Y,,,,25,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33701,Sprchový gel Mandarinkový dezert,,,,Tělo,,"<p>Gel s povzbudivou sladkou vůní mandarinky daruje skvělou náladu, nabijí optimismem.</p>",,,21,"122,98","148,81",0,"104,536","122,9835","148,81",0,,,Y,,,,26,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,10,,,,,,,,,200,,,,,236,,,,,10,,,,,,
33702,Sprchový gel Ranní káva,,,,Tělo,,<p>Začněte svůj den s „Ranní kávou“! Její aróma vás povzbudí a naladí pro energický den.</p>,"<div>Produktová řada TianDe Dolce Vita v sobě ukrývá sprchové gely, které <strong>mají krémovou texturu a bohatě pění</strong>. Každé ráno i večer hydratují vaši pokožku a sprchování vám zpříjemní svěží vůně. </div>",,21,"122,98","148,81",0,"104,533","122,9835","148,81",0,,,Y,,,,27,,,,0,,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"200,200,200,200,200,200,200,200,200","0,0,0",,0,0,232,,,,,2,,,,,,
33704,Sprchový gel Jablečný koláč,,,,Tělo,,<p>Aroma ovoce a luxusní smetanově krémová textura krémového sprchového gelu daruje vaší pokožce skutečné blaho.</p>,"<div>Produktová řada TianDe Dolce Vita v sobě ukrývá sprchové gely, které <strong>mají krémovou texturu a bohatě pění</strong>. Každé ráno i večer hydratují vaši pokožku a sprchování vám zpříjemní svěží vůně. </div>",,21,"122,98","148,81",0,"104,533","122,9835","148,81",0,,,Y,,,,28,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,10,,,,,,,,,"200,200,200,200,200,200,200,200,200",,,,,234,,,,,10,,,,,,
33703,Sprchový gel s vůní čokolády,,,,Tělo,,"<p>Krémový gel s luxusní smetanově krémovou texturou promění koupání v pravé potěšení, naplní koupelnu sladkou vůní čokolády.</p>","<div>Produktová řada TianDe Dolce Vita v sobě ukrývá sprchové gely, které <strong>mají krémovou texturu a bohatě pění</strong>. Každé ráno i večer hydratují vaši pokožku a sprchování vám zpříjemní svěží vůně. </div>",,21,"122,98","148,81",0,"104,533","122,9835","148,81",0,,,Y,,,,29,,,,0,,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"10,10,10",0,0,0,,,,,,"200,200,200,200,200,200,200,200,200","0,0,0",,0,0,,,,,,"10,10,10",,,,,,
33708,Tělové mléko s jablečnou vůní,,,,Tělo,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Krém soufflé udržuje optimální vlhkost pokožky, vyživuje ji, dodává větší jemnost a elasticitu. Nezanechává pocit stažení a sucha.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Naneste na pleť ráno a/nebo večer po sprchování.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Váha: 240 g</span></p>
</div>","<div>Produktová řada TianDe Dolce Vita v sobě ukrývá sprchové gely, které <strong>mají krémovou texturu a bohatě pění</strong>. Každé ráno i večer hydratují vaši pokožku a sprchování vám zpříjemní svěží vůně. </div>",,21,"197,11","238,50",0,"167,5435","197,1074","238,5",0,,,Y,,,,30,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
